video_title,date_released_utc,view_count,like_count,comment_count,date_collected_utc,video_duration_H,video_duration_M,video_duration_S,channel_name
Pepper Oil for My Yoruba Husband | How to make aromatic chili oil #chilioil #pepper,2024-08-13 07:07:21+00:00,9870,95.0,8,2024-08-24 07:49:34.065501+00:00,0,8,1,FoodiesAndSpice
How to Make Onunu and Palm Oil Stew Recipe from Scratch | Beginner-Friendly #nigeriancuisine,2024-07-21 17:00:00+00:00,2170,111.0,15,2024-08-24 07:49:34.608630+00:00,0,10,45,FoodiesAndSpice
How to Make Custard Popsicles from Scratch | Easy Recipe for Beginners,2024-07-14 17:00:40+00:00,1095,57.0,6,2024-08-24 07:49:35.135716+00:00,0,9,44,FoodiesAndSpice
How to Make Fluffy Pancakes Using Custard Powder - Easy Recipe for Beginners!...#checkers #pancakes,2024-07-08 10:33:27+00:00,1385,78.0,11,2024-08-24 07:49:35.634576+00:00,0,10,30,FoodiesAndSpice
Tried the Viral Cucumber Stew VS Golden Melon Stew Comma See what we Prefer #cucumberstew #newrecipe,2024-06-27 17:40:18+00:00,12191,149.0,29,2024-08-24 07:49:36.111513+00:00,0,8,11,FoodiesAndSpice
Easy Gizzard Sauce Recipe for Beginners | Step-by-Step Cooking Guide.. #gizzardrecipe #easycooking,2024-06-23 17:00:33+00:00,2631,140.0,16,2024-08-24 07:49:36.637566+00:00,0,8,56,FoodiesAndSpice
Do this with your Leftover EBA #recipe #garritacos #newrecipe #tacos,2024-06-19 09:48:15+00:00,2722,111.0,23,2024-08-24 07:49:37.145887+00:00,0,8,7,FoodiesAndSpice
Pumpkin Seeds Soup Recipe for beginners.... #nigeriarecipe  #pumpkinsouprecipe  #beginnerrecipes,2024-06-14 15:01:41+00:00,3833,149.0,31,2024-08-24 07:49:37.687227+00:00,0,9,18,FoodiesAndSpice
PRAISE ALTAR 1 | Eze Idikwa Itunanya | Moriowo re | Kai kade | Oyegbe BoBo Vmen | Chukwu rim azun,2024-06-07 08:00:27+00:00,14979,1178.0,168,2024-08-24 07:49:38.172815+00:00,0,4,55,FoodiesAndSpice
How to Make Creamy Almond Soup: Step-by-Step Process for Beginners....#AlmondSoup #CreamyAlmondSoup,2024-05-30 12:27:18+00:00,3698,182.0,44,2024-08-24 07:49:38.667707+00:00,0,8,45,FoodiesAndSpice
Easy Cookies Recipe for Children's Day | Step-by-Step Guide for Beginners..#checkers  #CookiesRecipe,2024-05-27 11:47:52+00:00,1637,54.0,5,2024-08-24 07:49:39.154717+00:00,0,8,3,FoodiesAndSpice
Best version of Banga soup (Ofe Akwu) with a rare traditional ingredient.. #checkers   #palmnutsoup,2024-05-19 15:04:10+00:00,3416,103.0,24,2024-08-24 07:49:39.648729+00:00,0,11,55,FoodiesAndSpice
How to make Sosaties (Curry Chicken Kebabs)|Step-by-Step Guide for Beginners #Chickencurrykebabas,2024-05-09 12:21:13+00:00,1427,88.0,19,2024-08-24 07:49:40.164554+00:00,0,13,15,FoodiesAndSpice
Easy Oha Soup Recipe (No Native Thickener) | Beginner Friendly #recipe #nigeriansoup  #ohasoup #fyp,2024-05-06 13:43:43+00:00,4311,147.0,35,2024-08-24 07:49:40.683621+00:00,0,9,3,FoodiesAndSpice
No-Oven Simple Bread Recipe (Dombolo) for Beginners | Step-by-Step Guide #bread   #breadrecipe,2024-04-29 23:26:38+00:00,4686,209.0,38,2024-08-24 07:49:41.211850+00:00,0,11,46,FoodiesAndSpice
How to Make South African Bunny Chow: Step-by-Step Guide for Beginners... #southafrica  #checkers,2024-04-25 18:25:48+00:00,1456,44.0,4,2024-08-24 07:49:41.848527+00:00,0,10,55,FoodiesAndSpice
How to Make Authentic South African Mala Mogodu/Tripe | Step-by-Step Tutorial.. #foodtutorial,2024-04-21 14:53:52+00:00,2523,72.0,9,2024-08-24 07:49:42.391864+00:00,0,9,20,FoodiesAndSpice
How to make Milky Doughnuts. Step by Step process for a beginner #custardfilling  #doughnutrecipe,2024-04-19 11:08:30+00:00,5474,290.0,65,2024-08-24 07:49:42.913910+00:00,0,13,17,FoodiesAndSpice
South Africa vs Nigeria Pap: Who Makes the Best Pap? #checkers   #southafricanfood  #southafrica,2024-04-17 13:23:15+00:00,2476,56.0,14,2024-08-24 07:49:43.412773+00:00,0,8,54,FoodiesAndSpice
How to make South African CHAKALAKA   #foodtourism #southafricanfood @siyamthandandamase8582,2024-04-14 11:33:00+00:00,969,58.0,9,2024-08-24 07:49:43.933571+00:00,0,10,30,FoodiesAndSpice
How to Cook South African Bobotie #southafricanfood #mincedmeat @OwamieEntertainment,2024-04-10 17:00:01+00:00,1791,78.0,14,2024-08-24 07:49:44.423455+00:00,0,10,38,FoodiesAndSpice
HOW I MADE THE BIGGEST AND MOST EXPENSIVE PARFAIT IN NIGERIA #parfait #dessert,2024-04-07 13:30:19+00:00,3682,148.0,27,2024-08-24 07:49:44.949301+00:00,0,12,8,FoodiesAndSpice
How to make South African Kota/Spatlo | the most intriguing Sandwich to a Nigerian ft @centtwinz,2024-04-03 11:57:17+00:00,1652,80.0,15,2024-08-24 07:49:45.448660+00:00,0,14,58,FoodiesAndSpice
How to cook Quarter Bag of Fried Rice For Beginners | Free Food for my area people this #easter,2024-04-02 17:51:24+00:00,4603,179.0,20,2024-08-24 07:49:46.052786+00:00,0,8,13,FoodiesAndSpice
HOW TO COOK CHICKEN CURRY SAUCE FOR BEGINNERS #currysauce #iftarrecipe #iftar #easter,2024-03-31 07:04:33+00:00,5978,220.0,37,2024-08-24 07:49:46.601448+00:00,0,9,7,FoodiesAndSpice
HOW TO MAKE SOUTH AFRICAN CHICKEN POTJIEKOS #southafrica #africanrecipes,2024-03-27 17:00:01+00:00,2780,82.0,10,2024-08-24 07:49:47.173484+00:00,0,12,45,FoodiesAndSpice
How to cook Delicious CommA moimoi and milk custard. #MoiMoiRecipe#NigerianCuisine #CookingTutorial,2024-03-25 19:01:52+00:00,3036,109.0,16,2024-08-24 07:49:47.640392+00:00,0,8,2,FoodiesAndSpice
A Day in my Life… Typical Shoot day #adayinmylife #lifeofanentrepreneur #workingmom,2024-03-18 17:58:10+00:00,1047,74.0,11,2024-08-24 07:49:48.163391+00:00,0,10,58,FoodiesAndSpice
3 Nigerian Low Budget Meals for a Family of six #budgetcooking #budgetmeals #nigerianfood,2024-03-13 18:49:03+00:00,4876,208.0,28,2024-08-24 07:49:48.773218+00:00,0,25,25,FoodiesAndSpice
How to make Butter with Powdered Milk and Vegan Margarine #butter #margarine #veganbutter #vegans,2024-03-10 15:27:19+00:00,1958,67.0,13,2024-08-24 07:49:49.304729+00:00,0,9,0,FoodiesAndSpice
Weight loss  Spice Tea | How I lost weight #weightloss #teablends #healthytea,2024-03-03 17:08:43+00:00,2825,95.0,27,2024-08-24 07:49:49.819305+00:00,0,8,5,FoodiesAndSpice
Nigeria and Ghana Battle Pepper soup/ what Moses bliss will be eating #ghana  #peppersouprecipe,2024-02-29 16:54:36+00:00,12224,261.0,105,2024-08-24 07:49:50.387284+00:00,0,14,35,FoodiesAndSpice
Weird Cravings of a Pregnant Me | Carrot Chips & gist #pregnancy #carrotrecipes #cravings #foryou,2024-02-21 18:29:43+00:00,1538,92.0,9,2024-08-24 07:49:50.906667+00:00,0,8,3,FoodiesAndSpice
Okro Soup cooked traditionally and Valentine Surprise #foryou #valentine #okrosoup #ownyourstyle,2024-02-18 15:31:09+00:00,2715,113.0,11,2024-08-24 07:49:51.434988+00:00,0,8,4,FoodiesAndSpice
Simple Valentine Cake you can bake. #valentine #valentinerecipe #youtubemadeforyou #cake #nordic,2024-02-11 17:46:46+00:00,755,49.0,8,2024-08-24 07:49:51.952305+00:00,0,8,3,FoodiesAndSpice
A Sierra Leonean Takes over my Kitchen to cook Salo Jollof Rice. Now they join the Jollof Wars,2024-02-02 11:00:42+00:00,2516,112.0,15,2024-08-24 07:49:52.514610+00:00,0,11,7,FoodiesAndSpice
How to store your groceries properly in a Nigerian Home Part 1,2024-01-20 15:56:19+00:00,2403,96.0,40,2024-08-24 07:49:52.997326+00:00,0,8,6,FoodiesAndSpice
We empowered 56 widowsCommA single mothers and the elderly for our 2024 empowerment program,2024-01-17 18:54:01+00:00,396,35.0,19,2024-08-24 07:49:53.541523+00:00,0,11,31,FoodiesAndSpice
Onion Buttered Sandwich and Easy Holiday Popsicle,2023-12-29 09:08:50+00:00,3361,151.0,19,2024-08-24 07:49:54.076867+00:00,0,12,48,FoodiesAndSpice
Cooking 100 Packs of Christmas Jollof Rice | Half Bag of Rice for my Community #Jollofrice,2023-12-23 17:15:42+00:00,63711,725.0,92,2024-08-24 07:49:54.633787+00:00,0,10,46,FoodiesAndSpice
Christmas Meat Platter | Sharpen your TeethCommA Its a Meat Galore,2023-12-23 11:35:32+00:00,5576,145.0,12,2024-08-24 07:49:55.189719+00:00,0,20,58,FoodiesAndSpice
Nigerian Traditional White Soup for Christmas Morning | Nsala Ofala,2023-12-21 07:30:07+00:00,4563,195.0,12,2024-08-24 07:49:55.708686+00:00,0,8,6,FoodiesAndSpice
Spiced Christmas Bundt Cake Recipe everyone loves #christmasrecipe #christmascake,2023-12-20 13:28:15+00:00,1376,67.0,17,2024-08-24 07:49:56.974186+00:00,0,9,29,FoodiesAndSpice
I mixed a few ingredients and Came up with the Best Frappuccino Ever #holidayrecipes,2023-12-18 12:07:58+00:00,2342,85.0,10,2024-08-24 07:49:57.510103+00:00,0,8,2,FoodiesAndSpice
A SNEAK PEAK OF HOW I PLANNED THE BIGGEST FOOD FESTIVAL ON MAINLAND LAGOS,2023-12-08 19:47:13+00:00,937,53.0,7,2024-08-24 07:49:58.062027+00:00,0,17,46,FoodiesAndSpice
Traditional Vegetable Soup from my tribe | Make Dinner with me,2023-11-28 07:15:00+00:00,4291,125.0,14,2024-08-24 07:49:58.609731+00:00,0,8,2,FoodiesAndSpice
What you should eat at a Nigerian Yoruba Wedding | Ofada Rice and Sauce Recipe,2023-11-21 12:46:26+00:00,4013,197.0,33,2024-08-24 07:49:59.090722+00:00,0,16,11,FoodiesAndSpice
How to combine Nigerian Spices for perfect Pepper soup |  Catfish Peppersoup & Tigernut Malt drink,2023-11-19 15:45:17+00:00,6633,216.0,31,2024-08-24 07:49:59.618155+00:00,0,12,30,FoodiesAndSpice
I made Bread with Malta Guinness and Served with Kenyan Masala Tea | Malt Bread,2023-11-17 11:02:08+00:00,5196,214.0,53,2024-08-24 07:50:00.108423+00:00,0,8,30,FoodiesAndSpice
The Ultimate recipe for Miyan Gyada and Tuwo Shinkafa | Groundnut soup and Rice swallow,2023-11-11 11:16:28+00:00,3161,188.0,79,2024-08-24 07:50:00.600510+00:00,0,10,2,FoodiesAndSpice
N500CommA000 Luxury DinnerCommA Secret Ingredient will blow your mind | Glazed lamb and Creamy mash potatoes,2023-11-04 11:05:55+00:00,4266,160.0,14,2024-08-24 07:50:01.127083+00:00,0,14,34,FoodiesAndSpice
Peperomia PellucidaCommA The Garden weed for FertilityCommA High Blood PressureCommA Arthritis etc,2023-10-28 16:59:44+00:00,2570,77.0,12,2024-08-24 07:50:01.618601+00:00,0,9,13,FoodiesAndSpice
AUthentic Asun Recipe,2023-10-22 15:13:08+00:00,8509,308.0,35,2024-08-24 07:50:02.161568+00:00,0,8,51,FoodiesAndSpice
Ewa Ibeji (Yoruba Traditional Meal for Twins)CommA Butchering Chicken and Birthday Jollof Rice.,2023-10-20 17:25:38+00:00,2490,93.0,22,2024-08-24 07:50:02.694789+00:00,0,9,47,FoodiesAndSpice
The Only Fisherman Soup recipe you need,2023-10-16 10:43:08+00:00,8728,276.0,31,2024-08-24 07:50:03.266198+00:00,0,8,27,FoodiesAndSpice
This is not MoiMoi but sweet Potato and you can never tell the difference | Sweet Potato Pudding,2023-10-13 17:20:04+00:00,10492,386.0,85,2024-08-24 07:50:03.774415+00:00,0,8,31,FoodiesAndSpice
My 6 year old Twins Made Jollof Rice and this video gave me a good laugh,2023-10-11 17:43:06+00:00,1992,109.0,24,2024-08-24 07:50:04.328274+00:00,0,9,19,FoodiesAndSpice
The Nigerian Pepper Kpomo Recipe that gets foreigners drooling,2023-10-09 14:35:46+00:00,50968,664.0,48,2024-08-24 07:50:04.836841+00:00,0,12,29,FoodiesAndSpice
Ann's Chinese Rice Recipe #chineserice #chickencurry #ricerecipe,2023-10-05 09:54:02+00:00,5435,190.0,23,2024-08-24 07:50:05.380627+00:00,0,12,24,FoodiesAndSpice
Healthy Salad Recipe | Tips on how to save your cabbage for longer,2023-10-01 09:47:31+00:00,4081,138.0,15,2024-08-24 07:50:05.900744+00:00,0,8,5,FoodiesAndSpice
How to make Ofada Jollof Rice | Recipe for Unripe Peppers and Unripe Tomatoes #ricedish #jollofrice,2023-09-22 15:29:57+00:00,3241,112.0,18,2024-08-24 07:50:06.411554+00:00,0,8,3,FoodiesAndSpice
Stop using Chia Seeds for smoothies and Parfaits onlyCommA Make this Chia Seeds Soup like my Grandma,2023-09-17 12:31:14+00:00,3850,125.0,12,2024-08-24 07:50:06.908083+00:00,0,8,2,FoodiesAndSpice
Cook Fried Rice with Sesame Seed Oil and believe #friedrice #ricedish #sesameseedoil #recipe #rice,2023-09-09 16:08:15+00:00,2358,76.0,13,2024-08-24 07:50:07.412682+00:00,0,13,39,FoodiesAndSpice
Ofe EriamionuCommA the Only Love Potion you need to keep a Man,2023-09-02 13:19:52+00:00,6186,162.0,44,2024-08-24 07:50:07.979743+00:00,0,9,55,FoodiesAndSpice
How to make Dry Okro soup from scratch | Obe Orunla | Ofe Ikaka,2023-09-01 12:57:33+00:00,3696,87.0,22,2024-08-24 07:50:08.473574+00:00,0,8,10,FoodiesAndSpice
"Our Nanny""s Matriculation Ceremony",2023-08-26 12:55:45+00:00,1769,116.0,32,2024-08-24 07:50:08.968407+00:00,0,8,2,FoodiesAndSpice
A Day at the Google Office in the UK and What I ate  #summerholiday #vacation #youtuber,2023-08-17 18:32:23+00:00,1029,55.0,6,2024-08-24 07:50:09.507746+00:00,0,8,4,FoodiesAndSpice
Disney Land Magic and the Haunted House #disneyland #paris #summerholiday #holidayvlog,2023-08-06 18:33:47+00:00,733,48.0,6,2024-08-24 07:50:10.044368+00:00,0,8,41,FoodiesAndSpice
Grocery shopping in Paris and Seeing my Brother after 8years #holidayvlog #paris #summerholiday,2023-08-04 12:10:08+00:00,1574,76.0,13,2024-08-24 07:50:10.535550+00:00,0,8,2,FoodiesAndSpice
Summer Body Lentil BreakfastCommA Gym Class and Spa date with @Ifyskitchen,2023-07-24 15:07:53+00:00,1151,50.0,9,2024-08-24 07:50:11.036911+00:00,0,8,57,FoodiesAndSpice
Tankelekan Soup CommA Okun People's Best Soup | Ihienlo | Jute Pods | Ewedu Pods | Molokhia Pods,2023-07-21 09:49:27+00:00,2541,130.0,47,2024-08-24 07:50:11.625468+00:00,0,11,6,FoodiesAndSpice
Coconut Corn Pudding | Okpo Oka | Koki | Ekusu,2023-07-15 13:29:24+00:00,2718,119.0,30,2024-08-24 07:50:12.099499+00:00,0,10,58,FoodiesAndSpice
Learning to make Chapati Madondo in Kenya with @KateKendy @judynjoguover40 @Ifyskitchen #chapati,2023-07-14 16:04:35+00:00,1583,67.0,12,2024-08-24 07:50:12.663856+00:00,0,9,48,FoodiesAndSpice
Food Market in Kenya vs Nigeria | My view on Marikit Market Nairobi #foodprices #food #farmersmarket,2023-07-04 17:23:10+00:00,3718,116.0,15,2024-08-24 07:50:13.159488+00:00,0,14,43,FoodiesAndSpice
"LionsCommA SafariCommA Food. I took a trip to Kenya on YouTubes Invite #youtubeblack""",2023-07-01 16:53:54+00:00,1302,58.0,10,2024-08-24 07:50:13.694143+00:00,0,17,26,FoodiesAndSpice
Cook 4 bags of Party Jollof rice to perfection #nigerianjollof #partyjollof #jollof,2023-06-28 12:14:15+00:00,123474,1415.0,122,2024-08-24 07:50:14.199912+00:00,0,12,29,FoodiesAndSpice
My Husband Blew my Mind with this Birthday Gift,2023-06-24 20:21:56+00:00,2203,116.0,25,2024-08-24 07:50:14.720391+00:00,0,8,8,FoodiesAndSpice
I made my first Cinnamon Rolls from scratch and its beautiful #youtubeblack #cinnamonrolls #pastry,2023-06-22 16:39:53+00:00,934,33.0,4,2024-08-24 07:50:15.210418+00:00,0,11,47,FoodiesAndSpice
How to make Egbagba Soup | Efo Igbo | Garden Egg Leaves #youtubeblack #nigeriansoups #africanfood,2023-06-18 11:30:00+00:00,4181,103.0,7,2024-08-24 07:50:15.727407+00:00,0,5,33,FoodiesAndSpice
Smoked Fish - Fish Pie Recipe | The perfect Fish Roll recipe #youtubeblack,2023-06-10 08:40:19+00:00,3707,114.0,12,2024-08-24 07:50:16.216797+00:00,0,10,17,FoodiesAndSpice
Ofe Subsidy | Use what you have soup #youtubeblack #fuelsubsidy,2023-06-08 11:26:31+00:00,1273,65.0,9,2024-08-24 07:50:16.758771+00:00,0,3,40,FoodiesAndSpice
Easiest Chin Chin recipe you would find online #youtubeblack #chinchin,2023-06-04 11:45:58+00:00,1961,83.0,10,2024-08-24 07:50:17.261619+00:00,0,8,2,FoodiesAndSpice
Females were Forbidden from eating this | Chicken Gizzard Recipe| How to make Gizdodo,2023-05-31 11:39:27+00:00,7777,212.0,17,2024-08-24 07:50:17.733747+00:00,0,9,57,FoodiesAndSpice
If I have an Opportunity to speak to Tinubu #inauguration #asiwajubolaahmedtinubu,2023-05-29 12:25:58+00:00,1446,47.0,14,2024-08-24 07:50:18.225606+00:00,0,5,51,FoodiesAndSpice
We had a Little party for Childrens Day,2023-05-27 12:29:49+00:00,1127,58.0,9,2024-08-24 07:50:18.763310+00:00,0,8,15,FoodiesAndSpice
Palm Nut Soup for Africa Day celebration | Ofe Ekwu | Ofe Akwu | Banga | Abak #celebratingafrica,2023-05-25 14:00:07+00:00,1954,113.0,19,2024-08-24 07:50:19.309696+00:00,0,8,25,FoodiesAndSpice
Try This Very Delicious Nigerian Street Food Today,2023-05-04 14:03:43+00:00,400,5.0,1,2024-08-21 23:37:11.673650+00:00,0,4,40,foodnigeria1960
I Miss Eating This Delicious Fried Yam,2023-04-14 18:39:32+00:00,314,5.0,3,2024-08-21 23:37:12.368863+00:00,0,2,12,foodnigeria1960
How To Make Nigerian Most Popular Street Food,2023-02-19 12:00:08+00:00,473,7.0,0,2024-08-21 23:37:13.119659+00:00,0,2,12,foodnigeria1960
Roasted Fish Yam And Plantain Street Food Cooking Show,2023-02-17 12:00:30+00:00,191,2.0,0,2024-08-21 23:37:13.853829+00:00,0,0,43,foodnigeria1960
Very Sweet Mega Bite,2023-02-15 12:00:04+00:00,44,1.0,0,2024-08-21 23:37:14.548388+00:00,0,0,52,foodnigeria1960
How To Make A Very Delicious Caribbean Sausage Rolls,2023-02-13 12:00:39+00:00,74,1.0,0,2024-08-21 23:37:15.325778+00:00,0,4,19,foodnigeria1960
How to Make Very Delicious Chicken Bandeli,2023-02-11 12:00:35+00:00,28,0.0,0,2024-08-21 23:37:16.019442+00:00,0,4,39,foodnigeria1960
How To Make Tasty Nigerian Meat Pie Recipe,2023-02-09 12:00:06+00:00,68,3.0,0,2024-08-21 23:37:16.728464+00:00,0,1,30,foodnigeria1960
Vegetable Desserts - Delicious and Yummy,2023-02-08 22:14:31+00:00,59,0.0,0,2024-08-21 23:37:17.516238+00:00,0,5,42,foodnigeria1960
Very Sweet Traditional Food In Yenagoa Nigeria,2023-02-01 12:00:22+00:00,774,10.0,1,2024-08-21 23:37:18.267839+00:00,0,7,45,foodnigeria1960
Raw Street Food Footage In Benin City Nigeria,2023-01-28 12:00:32+00:00,21087,133.0,6,2024-08-21 23:37:18.964477+00:00,0,8,13,foodnigeria1960
Street Food Dishes Benin City Nigeria,2023-01-23 22:40:35+00:00,9381,82.0,4,2024-08-21 23:37:19.700168+00:00,0,7,16,foodnigeria1960
A Very Sweet Nigerian Soup Egusi Soup,2023-01-18 20:00:10+00:00,216,3.0,0,2024-08-21 23:37:20.484136+00:00,0,3,2,foodnigeria1960
Very Sweet Fried Burns Nigerian Street Food Video,2023-01-18 18:00:08+00:00,393,6.0,1,2024-08-21 23:37:21.220270+00:00,0,3,32,foodnigeria1960
This Cake Is Very Delicious Nigerian Beans Cake,2023-01-18 14:00:07+00:00,17202,91.0,4,2024-08-21 23:37:21.948184+00:00,0,2,31,foodnigeria1960
Try This Roasted Fish In Port Harcourt Nigeria,2023-01-18 12:00:09+00:00,123,0.0,0,2024-08-21 23:37:22.699611+00:00,0,4,8,foodnigeria1960
I found Sweet Suya On Nigerian Street Food,2023-01-17 16:38:12+00:00,2978,30.0,1,2024-08-21 23:37:23.411479+00:00,0,2,36,foodnigeria1960
"""How to Make the Best Shawarma, Nigerian Street Food Recipe""",2023-01-17 16:35:30+00:00,1784,18.0,3,2024-08-21 23:37:24.108720+00:00,0,6,8,foodnigeria1960
Have A Taste of Nigerian Suya - how to make delicious Nigerian Suya,2023-01-17 16:31:28+00:00,7328,32.0,0,2024-08-21 23:37:24.865926+00:00,0,1,28,foodnigeria1960
Street Food Around the World: The Best Street Food in Nigeria,2023-01-05 22:33:44+00:00,4913,601.0,0,2024-08-21 23:37:25.577503+00:00,0,2,12,foodnigeria1960
Exploring Street Food in Nigeria  | Street Food Tour Port Harcourt,2023-01-05 22:22:04+00:00,535,4.0,1,2024-08-21 23:37:26.288419+00:00,0,1,10,foodnigeria1960
Very Sweet Shawarma Street Food,2022-12-30 22:59:53+00:00,91,4.0,0,2024-08-21 23:37:26.996858+00:00,0,3,7,foodnigeria1960
coated peanuts/how to make coated peanuts +small business idea,2023-08-15 21:40:18+00:00,203,24.0,6,2024-08-21 23:35:19.407325+00:00,0,8,29,Godiyatreat
pepperoni pizza/how to make pepperoni pizza recipe/from scratch,2023-08-11 20:04:31+00:00,494,21.0,3,2024-08-21 23:35:20.128823+00:00,0,7,12,Godiyatreat
nigerian meat pie/how to make nigerian meat pie/from scratch,2023-08-04 20:00:04+00:00,743,18.0,12,2024-08-21 23:35:20.815475+00:00,0,8,44,Godiyatreat
liver stew recipe/nigerian style/quick&easy,2023-07-28 15:59:00+00:00,322,22.0,10,2024-08-21 23:35:21.517986+00:00,0,7,26,Godiyatreat
how to make peanut butter at home/quick&easy,2023-07-19 16:07:28+00:00,126,13.0,6,2024-08-21 23:35:22.204554+00:00,0,10,3,Godiyatreat
"ofada stew step by step recipe, very detailed/quick&easy ayamase /designer stew",2023-07-15 18:05:21+00:00,168,14.0,6,2024-08-21 23:35:22.928144+00:00,0,13,30,Godiyatreat
"no knead, no mixer quick&easy bread recipe",2023-06-30 16:13:13+00:00,418,,6,2024-08-21 23:35:23.639089+00:00,0,7,6,Godiyatreat
quick&easy kpof kpof/free tips on how to achieve the best mixture+outstanding taste,2023-06-16 17:39:21+00:00,277,13.0,6,2024-08-21 23:35:24.344687+00:00,0,7,31,Godiyatreat
nigerian egusi soup recipe//lumpy melon seed soup,2023-06-09 18:00:16+00:00,92,3.0,6,2024-08-21 23:35:25.001236+00:00,0,7,18,Godiyatreat
quick&easy bread recipe/burger buns bread 🤗❣,2023-06-01 17:46:04+00:00,143,15.0,2,2024-08-21 23:35:25.767216+00:00,0,5,16,Godiyatreat
how to make minced meat sauce/ spaghetti bolognese sauce recipe ❣,2023-05-26 17:57:05+00:00,272,,7,2024-08-21 23:35:26.458263+00:00,0,7,53,Godiyatreat
"how to bake soft/moist  cupcakes with no milk, egg,and butter❣",2023-05-23 17:13:38+00:00,126,,4,2024-08-21 23:35:27.196477+00:00,0,5,36,Godiyatreat
how to make vanilla cupcakes recipe without butter/beginners friendly ❣,2023-05-19 17:54:55+00:00,134,,4,2024-08-21 23:35:27.941886+00:00,0,5,18,Godiyatreat
how to make your own yogurt culture/starter//with easy and simple steps,2023-05-11 17:40:37+00:00,7306,,28,2024-08-21 23:35:28.715035+00:00,0,6,1,Godiyatreat
how to bake buttersoft bread at home without baking machine /easy&simple ❣,2023-05-02 19:29:44+00:00,169,,9,2024-08-21 23:35:29.480031+00:00,0,7,4,Godiyatreat
how to cook delicious ofe akwu /banga soup recipe❣,2023-04-25 19:06:51+00:00,83,,8,2024-08-21 23:35:30.188966+00:00,0,4,53,Godiyatreat
how to make plain nigerian sesame leave soup a.k.a miyan karkashi,2023-04-18 19:34:45+00:00,1053,33.0,14,2024-08-21 23:35:30.873875+00:00,0,3,57,Godiyatreat
"how to bake nigerian butter bread at home/soft,fluffy/easy recipe",2023-04-11 19:29:03+00:00,453,24.0,28,2024-08-21 23:35:31.673939+00:00,0,6,36,Godiyatreat
how to bake softmoist/fluffy vanilla cake recipe at home,2023-04-04 20:03:02+00:00,252,,6,2024-08-21 23:35:32.391837+00:00,0,4,39,Godiyatreat
how to make  vegetable/beef sauce with coconut milk rice,2023-03-28 18:54:24+00:00,162,9.0,9,2024-08-21 23:35:33.100371+00:00,0,5,2,Godiyatreat
special spageti/gizzard stir fry recipe //quick&easy,2023-03-21 18:59:03+00:00,97,12.0,10,2024-08-21 23:35:33.792813+00:00,0,4,44,Godiyatreat
not everyone knows this style /new cabbage recipe ❣️/lunch/dinner/ 😋,2023-02-06 18:10:24+00:00,227,20.0,4,2024-08-21 23:35:34.549563+00:00,0,5,14,Godiyatreat
tasty and spicy gizzard recipe/taste so good 😋❣️/easy and quick to make,2023-02-01 09:15:38+00:00,77,9.0,2,2024-08-21 23:35:35.269535+00:00,0,3,23,Godiyatreat
"""healthy local wine""zobo /hibiscus drink/quick &easy",2023-01-26 19:12:35+00:00,247,9.0,4,2024-08-21 23:35:36.016430+00:00,0,3,52,Godiyatreat
"only few people knows this method of veggies stir fry 😋/simple & easy,the taste will amaze you 😊❤️",2023-01-23 09:39:44+00:00,504,15.0,10,2024-08-21 23:35:36.726904+00:00,0,3,2,Godiyatreat
simple and easy to make garlic butter liver recipe 😋❤️/taste amazingly good,2023-01-16 19:20:39+00:00,464,18.0,16,2024-08-21 23:35:37.441535+00:00,0,3,41,Godiyatreat
unripe plantain recipe you must try 🤗/lunch/dinner ❣️,2023-01-10 09:55:15+00:00,65,18.0,6,2024-08-21 23:35:38.119260+00:00,0,2,28,Godiyatreat
spicy concoction rice recipe 😋😍❣️/lunch/dinner/Best recipe,2022-12-20 09:33:46+00:00,194,22.0,11,2024-08-21 23:35:38.925064+00:00,0,4,24,Godiyatreat
"How to decorate coffee marble on a tray, coffee marble cake",2023-11-28 15:22:17+00:00,183,1.0,0,2024-08-21 23:40:18.651506+00:00,0,1,52,jesselitascakeplanet3504
Easiest multiple colour lollipop cake decoration. With over 10 inches high cake,2023-10-25 04:07:40+00:00,56,0.0,0,2024-08-21 23:40:19.322560+00:00,0,9,59,jesselitascakeplanet3504
23 October 2023,2023-10-23 15:10:15+00:00,134,4.0,2,2024-08-21 23:40:20.019900+00:00,0,9,52,jesselitascakeplanet3504
White buttercream cake design with gold fan and chocolates,2023-10-20 17:54:27+00:00,84,3.0,0,2024-08-21 23:40:20.692226+00:00,0,6,46,jesselitascakeplanet3504
"How to make Bento cakes, Bento cuppies, Bento cakes made easy, cup cakes decoration",2023-10-07 01:58:17+00:00,130,4.0,0,2024-08-21 23:40:21.415543+00:00,0,1,53,jesselitascakeplanet3504
"How to make Fan Cake Topper using paper, paper fan made easy, fan paper craft",2023-09-28 04:12:31+00:00,76,3.0,0,2024-08-21 23:40:22.104566+00:00,0,8,29,jesselitascakeplanet3504
"How to make Pizza, how to make pizza crust, tomatoes sauce for pizza, pizza recipe,pizza ingredient",2023-03-05 10:24:20+00:00,82,,0,2024-08-21 23:40:22.770491+00:00,0,9,45,jesselitascakeplanet3504
"How to make samosas, How to make samosa wrap, How to make samosa beef filling, How to fold samosa",2023-02-04 19:10:23+00:00,12322,218.0,13,2024-08-21 23:40:23.502827+00:00,0,7,18,jesselitascakeplanet3504
